date,region,blood_group,demand_units,supply_units,shortage_risk
2024-01-19,North,B+,22,8,High
2024-01-19,North,B-,7,17,Low
2024-01-19,North,AB+,38,29,Medium
2024-01-19,North,AB-,28,32,Low
2024-01-19,North,O+,10,40,Low
2024-01-19,North,O-,11,35,Low
2024-01-19,South,A+,13,43,Low
2024-01-19,South,A-,30,7,High
2024-01-19,South,B+,8,30,Low
2024-01-19,South,B-,13,18,Low
2024-01-19,South,AB+,23,19,Medium
2024-01-19,South,AB-,25,28,Low
2024-01-19,South,O+,25,23,Medium
2024-01-19,South,O-,33,20,High
2024-01-19,East,A+,19,7,High
2024-01-19,East,A-,17,11,High
2024-01-19,East,B+,11,12,Low
2024-01-19,East,B-,11,13,Low
2024-01-19,East,AB+,33,32,Medium
2024-01-19,East,AB-,25,29,Low
2024-01-19,East,O+,12,37,Low
2024-01-19,East,O-,27,16,High
2024-01-19,West,A+,33,22,High
2024-01-19,West,A-,34,19,High
2024-01-19,West,B+,12,8,High
2024-01-19,West,B-,15,22,Low
2024-01-19,West,AB+,7,16,Low
2024-01-19,West,AB-,25,12,High
2024-01-19,West,O+,10,18,Low
2024-01-19,West,O-,27,28,Low
2024-01-19,Central,A+,37,6,High
2024-01-19,Central,A-,24,19,Medium
2024-01-19,Central,B+,16,4,High
2024-01-19,Central,B-,30,31,Low
2024-01-19,Central,AB+,40,38,Medium
2024-01-19,Central,AB-,20,9,High
2024-01-19,Central,O+,34,9,High
2024-01-19,Central,O-,13,10,Medium
2024-01-20,North,A+,5,6,Low
2024-01-20,North,A-,19,11,High
2024-01-20,North,B+,17,28,Low
2024-01-20,North,B-,28,43,Low
2024-01-20,North,AB+,10,40,Low
2024-01-20,North,AB-,21,7,High
2024-01-20,North,O+,6,7,Low
2024-01-20,North,O-,17,44,Low
2024-01-20,South,A+,33,11,High
2024-01-20,South,A-,10,24,Low
2024-01-20,South,B+,12,5,High
2024-01-20,South,B-,34,6,High
2024-01-20,South,AB+,15,39,Low
2024-01-20,South,AB-,32,28,Medium
2024-01-20,South,O+,36,4,High
2024-01-20,South,O-,29,30,Low
2024-01-20,East,A+,16,25,Low
2024-01-20,East,A-,18,14,Medium
2024-01-20,East,B+,22,20,Medium
2024-01-20,East,B-,33,12,High
2024-01-20,East,AB+,7,42,Low
2024-01-20,East,AB-,20,44,Low
2024-01-20,East,O+,23,34,Low
2024-01-20,East,O-,31,38,Low
2024-01-20,West,A+,35,6,High
2024-01-20,West,A-,10,20,Low
2024-01-20,West,B+,29,11,High
2024-01-20,West,B-,31,15,High
2024-01-20,West,AB+,38,18,High
2024-01-20,West,AB-,39,4,High
2024-01-20,West,O+,29,25,Medium
2024-01-20,West,O-,35,37,Low
2024-01-20,Central,A+,36,25,High
2024-01-20,Central,A-,37,23,High
2024-01-20,Central,B+,29,20,High
2024-01-20,Central,B-,16,4,High
2024-01-20,Central,AB+,25,41,Low
2024-01-20,Central,AB-,19,4,High
2024-01-20,Central,O+,22,6,High
2024-01-20,Central,O-,35,36,Low
2024-01-21,North,A+,27,40,Low
2024-01-21,North,A-,19,13,High
2024-01-21,North,B+,11,18,Low
2024-01-21,North,B-,20,20,Low
2024-01-21,North,AB+,39,6,High
2024-01-21,North,AB-,19,39,Low
2024-01-21,North,O+,29,25,Medium
2024-01-21,North,O-,16,14,Medium
2024-01-21,South,A+,20,40,Low
2024-01-21,South,A-,25,25,Low
2024-01-21,South,B+,6,25,Low
2024-01-21,South,B-,14,39,Low
2024-01-21,South,AB+,17,34,Low
2024-01-21,South,AB-,39,22,High
2024-01-21,South,O+,16,34,Low
2024-01-21,South,O-,7,8,Low
2024-01-21,East,A+,8,17,Low
2024-01-21,East,A-,19,4,High
2024-01-21,East,B+,38,33,Medium
2024-01-21,East,B-,5,24,Low
2024-01-21,East,AB+,17,11,High
2024-01-21,East,AB-,26,14,High
2024-01-21,East,O+,25,6,High
2024-01-21,East,O-,6,12,Low
2024-01-21,West,A+,14,10,Medium
2024-01-21,West,A-,38,26,High
2024-01-21,West,B+,9,26,Low
2024-01-21,West,B-,30,40,Low
2024-01-21,West,AB+,11,24,Low
2024-01-21,West,AB-,24,23,Medium
2024-01-21,West,O+,13,13,Low
2024-01-21,West,O-,32,43,Low
2024-01-21,Central,A+,36,44,Low
2024-01-21,Central,A-,25,14,High
2024-01-21,Central,B+,40,42,Low
2024-01-21,Central,B-,27,17,High
2024-01-21,Central,AB+,16,27,Low
2024-01-21,Central,AB-,24,21,Medium
2024-01-21,Central,O+,13,14,Low
2024-01-21,Central,O-,5,39,Low
2024-01-22,North,A+,30,39,Low
2024-01-22,North,A-,7,14,Low
2024-01-22,North,B+,25,42,Low
2024-01-22,North,B-,19,43,Low
2024-01-22,North,AB+,11,34,Low
2024-01-22,North,AB-,14,24,Low
2024-01-22,North,O+,9,18,Low
2024-01-22,North,O-,27,23,Medium
2024-01-22,South,A+,15,43,Low
2024-01-22,South,A-,10,45,Low
2024-01-22,South,B+,26,31,Low
2024-01-22,South,B-,5,19,Low
2024-01-22,South,AB+,18,18,Low
2024-01-22,South,AB-,9,25,Low
2024-01-22,South,O+,21,9,High
2024-01-22,South,O-,5,6,Low
2024-01-22,East,A+,29,31,Low
2024-01-22,East,A-,31,13,High
2024-01-22,East,B+,31,34,Low
2024-01-22,East,B-,29,25,Medium
2024-01-22,East,AB+,39,27,High
2024-01-22,East,AB-,11,33,Low
2024-01-22,East,O+,19,13,High
2024-01-22,East,O-,33,7,High
2024-01-22,West,A+,7,21,Low
2024-01-22,West,A-,6,23,Low
2024-01-22,West,B+,21,9,High
2024-01-22,West,B-,9,24,Low
2024-01-22,West,AB+,15,27,Low
2024-01-22,West,AB-,15,7,High
2024-01-22,West,O+,40,8,High
2024-01-22,West,O-,26,41,Low
2024-01-22,Central,A+,35,4,High
2024-01-22,Central,A-,32,44,Low
2024-01-22,Central,B+,15,41,Low
2024-01-22,Central,B-,32,13,High
2024-01-22,Central,AB+,8,9,Low
2024-01-22,Central,AB-,26,16,High
2024-01-22,Central,O+,17,29,Low
2024-01-22,Central,O-,40,37,Medium
2024-01-23,North,A+,21,45,Low
2024-01-23,North,A-,23,22,Medium
2024-01-23,North,B+,20,9,High
2024-01-23,North,B-,8,28,Low
2024-01-23,North,AB+,40,34,Medium
2024-01-23,North,AB-,14,6,High
2024-01-23,North,O+,28,3,High
2024-01-23,North,O-,32,8,High
2024-01-23,South,A+,23,45,Low
2024-01-23,South,A-,35,15,High
2024-01-23,South,B+,11,4,High
2024-01-23,South,B-,18,13,Medium
2024-01-23,South,AB+,23,8,High
2024-01-23,South,AB-,35,10,High
2024-01-23,South,O+,24,28,Low
2024-01-23,South,O-,35,34,Medium
2024-01-23,East,A+,21,8,High
2024-01-23,East,A-,39,27,High
2024-01-23,East,B+,16,26,Low
2024-01-23,East,B-,29,26,Medium
2024-01-23,East,AB+,16,31,Low
2024-01-23,East,AB-,7,19,Low
2024-01-23,East,O+,33,32,Medium
2024-01-23,East,O-,21,17,Medium
2024-01-23,West,A+,22,39,Low
2024-01-23,West,A-,8,12,Low
2024-01-23,West,B+,11,8,Medium
2024-01-23,West,B-,27,37,Low
2024-01-23,West,AB+,31,40,Low
2024-01-23,West,AB-,19,38,Low
2024-01-23,West,O+,8,27,Low
2024-01-23,West,O-,38,29,Medium
2024-01-23,Central,A+,39,33,Medium
2024-01-23,Central,A-,20,33,Low
2024-01-23,Central,B+,24,8,High
2024-01-23,Central,B-,30,5,High
2024-01-23,Central,AB+,37,39,Low
2024-01-23,Central,AB-,38,39,Low
2024-01-23,Central,O+,14,10,Medium
2024-01-23,Central,O-,33,14,High
2024-01-24,North,A+,15,16,Low
2024-01-24,North,A-,17,11,High
2024-01-24,North,B+,7,30,Low
2024-01-24,North,B-,10,30,Low
2024-01-24,North,AB+,17,43,Low
2024-01-24,North,AB-,14,41,Low
2024-01-24,North,O+,21,23,Low
2024-01-24,North,O-,9,8,Medium
2024-01-24,South,A+,29,38,Low
2024-01-24,South,A-,30,38,Low
2024-01-24,South,B+,25,20,Medium
2024-01-24,South,B-,38,32,Medium
2024-01-24,South,AB+,5,42,Low
2024-01-24,South,AB-,38,29,Medium
2024-01-24,South,O+,12,29,Low
2024-01-24,South,O-,14,12,Medium
2024-01-24,East,A+,11,9,Medium
2024-01-24,East,A-,11,21,Low
2024-01-24,East,B+,39,25,High
2024-01-24,East,B-,31,19,High
2024-01-24,East,AB+,29,44,Low
2024-01-24,East,AB-,36,39,Low
2024-01-24,East,O+,35,5,High
2024-01-24,East,O-,16,20,Low
2024-01-24,West,A+,30,12,High
2024-01-24,West,A-,30,5,High
2024-01-24,West,B+,30,24,Medium
2024-01-24,West,B-,20,6,High
2024-01-24,West,AB+,35,20,High
2024-01-24,West,AB-,28,4,High
2024-01-24,West,O+,26,22,Medium
2024-01-24,West,O-,24,20,Medium
2024-01-24,Central,A+,36,9,High
2024-01-24,Central,A-,19,11,High
2024-01-24,Central,B+,24,31,Low
2024-01-24,Central,B-,25,20,Medium
2024-01-24,Central,AB+,31,41,Low
2024-01-24,Central,AB-,10,15,Low
2024-01-24,Central,O+,33,16,High
2024-01-24,Central,O-,31,34,Low
2024-01-25,North,A+,38,26,High
2024-01-25,North,A-,8,35,Low
2024-01-25,North,B+,15,7,High
2024-01-25,North,B-,24,35,Low
2024-01-25,North,AB+,30,11,High
2024-01-25,North,AB-,38,39,Low
2024-01-25,North,O+,6,14,Low
2024-01-25,North,O-,17,15,Medium
2024-01-25,South,A+,8,18,Low
2024-01-25,South,A-,7,32,Low
2024-01-25,South,B+,8,26,Low
2024-01-25,South,B-,17,20,Low
2024-01-25,South,AB+,28,32,Low
2024-01-25,South,AB-,37,28,Medium
2024-01-25,South,O+,12,4,High
2024-01-25,South,O-,20,26,Low
2024-01-25,East,A+,36,41,Low
2024-01-25,East,A-,33,14,High
2024-01-25,East,B+,35,40,Low
2024-01-25,East,B-,40,25,High
2024-01-25,East,AB+,27,13,High
2024-01-25,East,AB-,21,8,High
2024-01-25,East,O+,23,4,High
2024-01-25,East,O-,29,6,High
2024-01-25,West,A+,15,39,Low
2024-01-25,West,A-,18,17,Medium
2024-01-25,West,B+,19,16,Medium
2024-01-25,West,B-,22,44,Low
2024-01-25,West,AB+,31,35,Low
2024-01-25,West,AB-,6,3,High
2024-01-25,West,O+,35,11,High
2024-01-25,West,O-,16,41,Low
2024-01-25,Central,A+,5,17,Low
2024-01-25,Central,A-,21,41,Low
2024-01-25,Central,B+,24,44,Low
2024-01-25,Central,B-,22,30,Low
2024-01-25,Central,AB+,29,25,Medium
2024-01-25,Central,AB-,34,19,High
2024-01-25,Central,O+,18,32,Low
2024-01-25,Central,O-,24,36,Low
2024-01-26,North,A+,30,40,Low
2024-01-26,North,A-,11,3,High
2024-01-26,North,B+,37,45,Low
2024-01-26,North,B-,28,38,Low
2024-01-26,North,AB+,23,22,Medium
2024-01-26,North,AB-,11,33,Low
2024-01-26,North,O+,9,24,Low
2024-01-26,North,O-,22,43,Low
2024-01-26,South,A+,25,20,Medium
2024-01-26,South,A-,21,44,Low
2024-01-26,South,B+,24,15,High
2024-01-26,South,B-,14,36,Low
2024-01-26,South,AB+,20,6,High
2024-01-26,South,AB-,30,45,Low
2024-01-26,South,O+,25,11,High
2024-01-26,South,O-,6,44,Low
2024-01-26,East,A+,36,21,High
2024-01-26,East,A-,21,29,Low
2024-01-26,East,B+,30,27,Medium
2024-01-26,East,B-,7,40,Low
2024-01-26,East,AB+,17,24,Low
2024-01-26,East,AB-,19,37,Low
2024-01-26,East,O+,35,45,Low
2024-01-26,East,O-,27,35,Low
2024-01-26,West,A+,24,13,High
2024-01-26,West,A-,40,14,High
2024-01-26,West,B+,23,9,High
2024-01-26,West,B-,35,11,High
2024-01-26,West,AB+,21,38,Low
2024-01-26,West,AB-,16,24,Low
2024-01-26,West,O+,10,17,Low
2024-01-26,West,O-,27,17,High
2024-01-26,Central,A+,24,29,Low
2024-01-26,Central,A-,26,26,Low
2024-01-26,Central,B+,21,40,Low
2024-01-26,Central,B-,23,32,Low
2024-01-26,Central,AB+,12,33,Low
2024-01-26,Central,AB-,8,43,Low
2024-01-26,Central,O+,9,33,Low
2024-01-26,Central,O-,17,35,Low
2024-01-27,North,A+,12,27,Low
2024-01-27,North,A-,38,22,High
2024-01-27,North,B+,31,6,High
2024-01-27,North,B-,14,11,Medium
2024-01-27,North,AB+,17,24,Low
2024-01-27,North,AB-,31,39,Low
2024-01-27,North,O+,34,12,High
2024-01-27,North,O-,25,14,High
2024-01-27,South,A+,10,34,Low
2024-01-27,South,A-,26,43,Low
2024-01-27,South,B+,16,23,Low
2024-01-27,South,B-,8,3,High
2024-01-27,South,AB+,33,20,High
2024-01-27,South,AB-,18,13,Medium
2024-01-27,South,O+,15,34,Low
2024-01-27,South,O-,10,11,Low
2024-01-27,East,A+,32,43,Low
2024-01-27,East,A-,32,28,Medium
2024-01-27,East,B+,32,33,Low
2024-01-27,East,B-,29,3,High
2024-01-27,East,AB+,7,37,Low
2024-01-27,East,AB-,17,26,Low
2024-01-27,East,O+,5,23,Low
2024-01-27,East,O-,38,15,High
2024-01-27,West,A+,6,3,High
2024-01-27,West,A-,20,17,Medium
2024-01-27,West,B+,27,22,Medium
2024-01-27,West,B-,13,9,High
2024-01-27,West,AB+,29,35,Low
2024-01-27,West,AB-,24,13,High
2024-01-27,West,O+,9,5,High
2024-01-27,West,O-,24,21,Medium
2024-01-27,Central,A+,34,36,Low
2024-01-27,Central,A-,38,24,High
2024-01-27,Central,B+,32,11,High
2024-01-27,Central,B-,26,34,Low
2024-01-27,Central,AB+,27,15,High
2024-01-27,Central,AB-,15,28,Low
2024-01-27,Central,O+,6,17,Low
2024-01-27,Central,O-,19,11,High
2024-01-28,North,A+,18,4,High
2024-01-28,North,A-,37,13,High
2024-01-28,North,B+,12,26,Low
2024-01-28,North,B-,7,27,Low
2024-01-28,North,AB+,21,37,Low
2024-01-28,North,AB-,8,41,Low
2024-01-28,North,O+,8,45,Low
2024-01-28,North,O-,11,44,Low
2024-01-28,South,A+,6,6,Low
2024-01-28,South,A-,12,29,Low
2024-01-28,South,B+,33,27,Medium
2024-01-28,South,B-,12,38,Low
2024-01-28,South,AB+,21,33,Low
2024-01-28,South,AB-,14,16,Low
2024-01-28,South,O+,5,22,Low
2024-01-28,South,O-,31,45,Low
2024-01-28,East,A+,11,45,Low
2024-01-28,East,A-,38,20,High
2024-01-28,East,B+,13,29,Low
2024-01-28,East,B-,11,35,Low
2024-01-28,East,AB+,12,21,Low
2024-01-28,East,AB-,12,9,Medium
2024-01-28,East,O+,36,15,High
2024-01-28,East,O-,17,19,Low
2024-01-28,West,A+,38,15,High
2024-01-28,West,A-,27,29,Low
2024-01-28,West,B+,23,13,High
2024-01-28,West,B-,7,38,Low
2024-01-28,West,AB+,36,16,High
2024-01-28,West,AB-,35,24,High
2024-01-28,West,O+,20,3,High
2024-01-28,West,O-,5,45,Low
2024-01-28,Central,A+,10,10,Low
2024-01-28,Central,A-,36,12,High
2024-01-28,Central,B+,10,35,Low
2024-01-28,Central,B-,9,9,Low
2024-01-28,Central,AB+,21,44,Low
2024-01-28,Central,AB-,19,32,Low
2024-01-28,Central,O+,23,19,Medium
2024-01-28,Central,O-,34,6,High
2024-01-29,North,A+,11,14,Low
2024-01-29,North,A-,7,21,Low
2024-01-29,North,B+,28,23,Medium
2024-01-29,North,B-,32,10,High
2024-01-29,North,AB+,11,5,High
2024-01-29,North,AB-,5,11,Low
2024-01-29,North,O+,15,24,Low
2024-01-29,North,O-,27,31,Low
2024-01-29,South,A+,22,8,High
2024-01-29,South,A-,28,24,Medium
2024-01-29,South,B+,16,10,High
2024-01-29,South,B-,30,28,Medium
2024-01-29,South,AB+,34,20,High
2024-01-29,South,AB-,29,33,Low
2024-01-29,South,O+,31,44,Low
2024-01-29,South,O-,15,10,High
2024-01-29,East,A+,13,6,High
2024-01-29,East,A-,15,9,High
2024-01-29,East,B+,31,40,Low
2024-01-29,East,B-,35,39,Low
2024-01-29,East,AB+,33,14,High
2024-01-29,East,AB-,29,25,Medium
2024-01-29,East,O+,6,11,Low
2024-01-29,East,O-,35,34,Medium
2024-01-29,West,A+,12,29,Low
2024-01-29,West,A-,33,5,High
2024-01-29,West,B+,9,19,Low
2024-01-29,West,B-,25,3,High
2024-01-29,West,AB+,38,39,Low
2024-01-29,West,AB-,19,45,Low
2024-01-29,West,O+,26,36,Low
2024-01-29,West,O-,38,42,Low
2024-01-29,Central,A+,11,30,Low
2024-01-29,Central,A-,20,33,Low
2024-01-29,Central,B+,27,45,Low
2024-01-29,Central,B-,29,12,High
2024-01-29,Central,AB+,40,42,Low
2024-01-29,Central,AB-,8,3,High
2024-01-29,Central,O+,15,35,Low
2024-01-29,Central,O-,35,34,Medium
2024-01-30,North,A+,15,7,High
2024-01-30,North,A-,36,23,High
2024-01-30,North,B+,20,24,Low
2024-01-30,North,B-,22,6,High
2024-01-30,North,AB+,37,17,High
2024-01-30,North,AB-,40,44,Low
2024-01-30,North,O+,29,28,Medium
2024-01-30,North,O-,20,8,High
2024-01-30,South,A+,34,31,Medium
2024-01-30,South,A-,33,8,High
2024-01-30,South,B+,36,31,Medium
2024-01-30,South,B-,25,10,High
2024-01-30,South,AB+,36,44,Low
2024-01-30,South,AB-,6,9,Low
2024-01-30,South,O+,30,29,Medium
2024-01-30,South,O-,7,38,Low
2024-01-30,East,A+,40,3,High
2024-01-30,East,A-,10,41,Low
2024-01-30,East,B+,24,35,Low
2024-01-30,East,B-,40,16,High
2024-01-30,East,AB+,34,24,Medium
2024-01-30,East,AB-,28,6,High
2024-01-30,East,O+,19,32,Low
2024-01-30,East,O-,26,38,Low
2024-01-30,West,A+,35,45,Low
2024-01-30,West,A-,28,31,Low
2024-01-30,West,B+,12,9,Medium
2024-01-30,West,B-,19,3,High
2024-01-30,West,AB+,26,25,Medium
2024-01-30,West,AB-,23,38,Low
2024-01-30,West,O+,38,26,High
2024-01-30,West,O-,11,5,High
2024-01-30,Central,A+,15,34,Low
2024-01-30,Central,A-,13,29,Low
2024-01-30,Central,B+,11,19,Low
2024-01-30,Central,B-,17,15,Medium
2024-01-30,Central,AB+,12,28,Low
2024-01-30,Central,AB-,18,32,Low
2024-01-30,Central,O+,17,24,Low
2024-01-30,Central,O-,11,29,Low
2024-01-31,North,A+,7,43,Low
2024-01-31,North,A-,12,31,Low
2024-01-31,North,B+,34,45,Low
2024-01-31,North,B-,37,11,High
2024-01-31,North,AB+,36,3,High
2024-01-31,North,AB-,38,6,High
2024-01-31,North,O+,40,30,Medium
2024-01-31,North,O-,35,35,Low
2024-01-31,South,A+,16,40,Low
2024-01-31,South,A-,16,11,High
2024-01-31,South,B+,11,27,Low
2024-01-31,South,B-,25,35,Low
2024-01-31,South,AB+,29,29,Low
2024-01-31,South,AB-,20,20,Low
2024-01-31,South,O+,30,24,Medium
2024-01-31,South,O-,23,31,Low
2024-01-31,East,A+,13,11,Medium
2024-01-31,East,A-,31,41,Low
2024-01-31,East,B+,37,22,High
2024-01-31,East,B-,40,23,High
2024-01-31,East,AB+,40,43,Low
2024-01-31,East,AB-,18,15,Medium
2024-01-31,East,O+,18,42,Low
2024-01-31,East,O-,23,25,Low
2024-01-31,West,A+,13,44,Low
2024-01-31,West,A-,16,35,Low
2024-01-31,West,B+,39,43,Low
2024-01-31,West,B-,25,10,High
2024-01-31,West,AB+,27,38,Low
2024-01-31,West,AB-,35,40,Low
2024-01-31,West,O+,31,37,Low
2024-01-31,West,O-,23,30,Low
2024-01-31,Central,A+,5,36,Low
2024-01-31,Central,A-,11,4,High
2024-01-31,Central,B+,29,12,High
2024-01-31,Central,B-,8,45,Low
2024-01-31,Central,AB+,8,15,Low
2024-01-31,Central,AB-,22,13,High
2024-01-31,Central,O+,23,19,Medium
2024-01-31,Central,O-,14,6,High
2024-02-01,North,A+,23,16,High
2024-02-01,North,A-,39,5,High
2024-02-01,North,B+,27,31,Low
2024-02-01,North,B-,11,42,Low
2024-02-01,North,AB+,40,17,High
2024-02-01,North,AB-,40,27,High
2024-02-01,North,O+,20,35,Low
2024-02-01,North,O-,23,45,Low
2024-02-01,South,A+,8,27,Low
2024-02-01,South,A-,29,29,Low
2024-02-01,South,B+,25,38,Low
2024-02-01,South,B-,8,3,High
2024-02-01,South,AB+,21,15,Medium
2024-02-01,South,AB-,33,17,High
2024-02-01,South,O+,28,40,Low
2024-02-01,South,O-,39,41,Low
2024-02-01,East,A+,17,15,Medium
2024-02-01,East,A-,23,31,Low
2024-02-01,East,B+,16,7,High
2024-02-01,East,B-,16,14,Medium
2024-02-01,East,AB+,37,10,High
2024-02-01,East,AB-,29,5,High
2024-02-01,East,O+,32,20,High
2024-02-01,East,O-,40,19,High
2024-02-01,West,A+,13,13,Low
2024-02-01,West,A-,21,3,High
2024-02-01,West,B+,26,32,Low
2024-02-01,West,B-,14,5,High
2024-02-01,West,AB+,14,23,Low
2024-02-01,West,AB-,8,43,Low
2024-02-01,West,O+,24,34,Low
2024-02-01,West,O-,40,25,High
2024-02-01,Central,A+,9,23,Low
2024-02-01,Central,A-,38,17,High
2024-02-01,Central,B+,16,36,Low
2024-02-01,Central,B-,9,35,Low
2024-02-01,Central,AB+,15,29,Low
2024-02-01,Central,AB-,39,37,Medium
2024-02-01,Central,O+,30,8,High
2024-02-01,Central,O-,27,17,High
2024-02-02,North,A+,18,45,Low
2024-02-02,North,A-,26,24,Medium
2024-02-02,North,B+,28,21,Medium
2024-02-02,North,B-,18,42,Low
2024-02-02,North,AB+,38,33,Medium
2024-02-02,North,AB-,40,44,Low
2024-02-02,North,O+,5,10,Low
2024-02-02,North,O-,27,31,Low
2024-02-02,South,A+,20,44,Low
2024-02-02,South,A-,20,5,High
2024-02-02,South,B+,25,27,Low
2024-02-02,South,B-,12,27,Low
2024-02-02,South,AB+,21,37,Low
2024-02-02,South,AB-,23,4,High
2024-02-02,South,O+,38,26,High
2024-02-02,South,O-,37,35,Medium
2024-02-02,East,A+,33,34,Low
2024-02-02,East,A-,7,21,Low
2024-02-02,East,B+,17,23,Low
2024-02-02,East,B-,37,8,High
2024-02-02,East,AB+,11,13,Low
2024-02-02,East,AB-,39,37,Medium
2024-02-02,East,O+,5,43,Low
2024-02-02,East,O-,9,16,Low
2024-02-02,West,A+,18,30,Low
2024-02-02,West,A-,11,16,Low
2024-02-02,West,B+,39,30,Medium
2024-02-02,West,B-,9,12,Low
2024-02-02,West,AB+,6,32,Low
2024-02-02,West,AB-,26,5,High
2024-02-02,West,O+,10,7,Medium
2024-02-02,West,O-,8,14,Low
2024-02-02,Central,A+,21,38,Low
2024-02-02,Central,A-,9,39,Low
2024-02-02,Central,B+,19,19,Low
2024-02-02,Central,B-,31,27,Medium
2024-02-02,Central,AB+,33,43,Low
2024-02-02,Central,AB-,30,30,Low
2024-02-02,Central,O+,25,4,High
2024-02-02,Central,O-,29,10,High
2024-02-03,North,A+,39,3,High
2024-02-03,North,A-,9,40,Low
2024-02-03,North,B+,7,7,Low
2024-02-03,North,B-,27,35,Low
2024-02-03,North,AB+,11,21,Low
2024-02-03,North,AB-,24,41,Low
2024-02-03,North,O+,10,21,Low
2024-02-03,North,O-,33,27,Medium
2024-02-03,South,A+,30,45,Low
2024-02-03,South,A-,6,33,Low
2024-02-03,South,B+,15,37,Low
2024-02-03,South,B-,19,11,High
2024-02-03,South,AB+,30,37,Low
2024-02-03,South,AB-,23,43,Low
2024-02-03,South,O+,14,22,Low
2024-02-03,South,O-,28,3,High
2024-02-03,East,A+,40,38,Medium
2024-02-03,East,A-,14,10,Medium
2024-02-03,East,B+,7,3,High
2024-02-03,East,B-,30,37,Low
2024-02-03,East,AB+,40,8,High
2024-02-03,East,AB-,24,16,High
2024-02-03,East,O+,27,16,High
2024-02-03,East,O-,31,44,Low
2024-02-03,West,A+,37,12,High
2024-02-03,West,A-,15,14,Medium
2024-02-03,West,B+,19,42,Low
2024-02-03,West,B-,21,15,Medium
2024-02-03,West,AB+,12,14,Low
2024-02-03,West,AB-,8,38,Low
2024-02-03,West,O+,34,44,Low
2024-02-03,West,O-,40,7,High
2024-02-03,Central,A+,23,45,Low
2024-02-03,Central,A-,9,19,Low
2024-02-03,Central,B+,11,15,Low
2024-02-03,Central,B-,36,24,High
2024-02-03,Central,AB+,27,11,High
2024-02-03,Central,AB-,20,9,High
2024-02-03,Central,O+,23,42,Low
2024-02-03,Central,O-,9,15,Low
2024-02-04,North,A+,25,34,Low
2024-02-04,North,A-,33,24,Medium
2024-02-04,North,B+,24,40,Low
2024-02-04,North,B-,14,39,Low
2024-02-04,North,AB+,28,23,Medium
2024-02-04,North,AB-,32,13,High
2024-02-04,North,O+,5,23,Low
2024-02-04,North,O-,20,17,Medium
2024-02-04,South,A+,32,20,High
2024-02-04,South,A-,28,11,High
2024-02-04,South,B+,26,33,Low
2024-02-04,South,B-,34,31,Medium
2024-02-04,South,AB+,27,22,Medium
2024-02-04,South,AB-,36,38,Low
2024-02-04,South,O+,11,14,Low
2024-02-04,South,O-,10,20,Low
2024-02-04,East,A+,13,37,Low
2024-02-04,East,A-,17,19,Low
2024-02-04,East,B+,9,7,Medium
2024-02-04,East,B-,6,35,Low
2024-02-04,East,AB+,6,40,Low
2024-02-04,East,AB-,30,40,Low
2024-02-04,East,O+,18,5,High
2024-02-04,East,O-,40,19,High
2024-02-04,West,A+,39,37,Medium
2024-02-04,West,A-,35,44,Low
2024-02-04,West,B+,14,26,Low
2024-02-04,West,B-,30,17,High
2024-02-04,West,AB+,23,11,High
2024-02-04,West,AB-,34,35,Low
2024-02-04,West,O+,37,8,High
2024-02-04,West,O-,30,26,Medium
2024-02-04,Central,A+,37,3,High
2024-02-04,Central,A-,20,42,Low
2024-02-04,Central,B+,15,35,Low
2024-02-04,Central,B-,13,31,Low
2024-02-04,Central,AB+,15,14,Medium
2024-02-04,Central,AB-,14,33,Low
2024-02-04,Central,O+,27,5,High
2024-02-04,Central,O-,19,34,Low
2024-02-05,North,A+,19,7,High
2024-02-05,North,A-,21,26,Low
2024-02-05,North,B+,19,5,High
2024-02-05,North,B-,18,36,Low
2024-02-05,North,AB+,28,27,Medium
2024-02-05,North,AB-,35,32,Medium
2024-02-05,North,O+,7,5,Medium
2024-02-05,North,O-,25,9,High
2024-02-05,South,A+,38,43,Low
2024-02-05,South,A-,22,19,Medium
2024-02-05,South,B+,39,39,Low
2024-02-05,South,B-,16,27,Low
2024-02-05,South,AB+,29,26,Medium
2024-02-05,South,AB-,9,36,Low
2024-02-05,South,O+,21,27,Low
2024-02-05,South,O-,19,36,Low
2024-02-05,East,A+,30,25,Medium
2024-02-05,East,A-,27,34,Low
2024-02-05,East,B+,35,41,Low
2024-02-05,East,B-,5,35,Low
2024-02-05,East,AB+,13,31,Low
2024-02-05,East,AB-,15,17,Low
2024-02-05,East,O+,9,35,Low
2024-02-05,East,O-,22,16,Medium
2024-02-05,West,A+,14,14,Low
2024-02-05,West,A-,15,26,Low
2024-02-05,West,B+,12,45,Low
2024-02-05,West,B-,19,29,Low
2024-02-05,West,AB+,26,10,High
2024-02-05,West,AB-,35,33,Medium
2024-02-05,West,O+,35,16,High
2024-02-05,West,O-,15,44,Low
2024-02-05,Central,A+,31,4,High
2024-02-05,Central,A-,20,5,High
2024-02-05,Central,B+,13,39,Low
2024-02-05,Central,B-,15,11,Medium
2024-02-05,Central,AB+,37,5,High
2024-02-05,Central,AB-,14,6,High
2024-02-05,Central,O+,15,19,Low
2024-02-05,Central,O-,16,36,Low
2024-02-06,North,A+,30,41,Low
2024-02-06,North,A-,6,45,Low
2024-02-06,North,B+,23,8,High
2024-02-06,North,B-,18,31,Low
2024-02-06,North,AB+,35,33,Medium
2024-02-06,North,AB-,15,17,Low
